words,x,y
team,6.3677778244018555,-52.09013748168945
ground,-20.278629302978516,-46.54091262817383
breaking,-34.62308120727539,-20.97942543029785
world,-12.153674125671387,59.83365249633789
knows,-20.51630973815918,4.220522880554199
unseen,-18.812868118286133,51.6276741027832
cities,25.34849739074707,-32.831634521484375
across,-4.784873962402344,-49.03803634643555
but,-14.83764362335205,0.4778820872306824
unique,21.772525787353516,44.4525146484375
choice,7.963294506072998,62.87783432006836
foul,-30.538331985473633,-35.328678131103516
council,38.07483673095703,-9.647173881530762
voted,40.249755859375,-12.524194717407227
return,18.740381240844727,-43.158226013183594
cleaner,-21.595048904418945,-26.230823516845703
coming,-37.21525573730469,-16.140533447265625
detroit,27.749536514282227,-44.14985656738281
regional,36.002262115478516,-9.374969482421875
vote,41.362693786621094,-11.37974739074707
saying,-18.85196876525879,-8.070174217224121
afford,8.764060974121094,-31.313032150268555
anything,-27.606306076049805,-7.176409721374512
better,-25.948421478271484,0.9120661616325378
rust,-51.9825439453125,-32.96072006225586
colored,-27.246225357055664,-47.745460510253906
smelling,-31.02408790588379,-35.32783889770508
homes,-4.611545562744141,-55.95842361450195
supposed,-20.869831085205078,2.0502736568450928
drinking,-23.927637100219727,-61.311561584472656
fountains,-31.586008071899414,-27.578306198120117
danger,-11.956232070922852,33.11306381225586
known,26.122421264648438,28.420217514038086
addressed,19.881372451782227,32.82341384887695
given,-41.31192398071289,48.925201416015625
tragedy,-36.07068634033203,4.013400077819824
parents,-5.63242244720459,-18.350507736206055
assured,-15.062551498413086,23.24990463256836
irreversible,-10.908866882324219,19.742935180664062
iq,22.0869197845459,-0.09862308204174042
problems,1.4506856203079224,40.61359786987305
learning,38.71269989013672,36.454872131347656
shadow,-39.122493743896484,-34.24645233154297
rest,-47.562232971191406,-6.832018852233887
progress,5.621094226837158,59.96402359008789
reportedly,24.684751510620117,-9.347365379333496
reducing,9.519481658935547,13.233600616455078
overall,9.000924110412598,38.368656158447266
plumbing,-12.529540061950684,-57.37577438354492
identified,23.070646286010742,38.35981369018555
replaced,8.615713119506836,15.65307331085205
installed,-10.52463150024414,-28.409496307373047
making,-47.377967834472656,49.559268951416016
issues,28.767210006713867,48.27216720581055
needs,-12.566473960876465,38.752201080322266
during,21.302730560302734,-51.13294219970703
sworn,-35.07553482055664,17.25041389465332
testimony,-35.902626037597656,32.0783576965332
front,-13.604812622070312,-48.662044525146484
gov,32.98991012573242,-13.49795150756836
rick,54.53813934326172,-32.96674346923828
described,22.62250328063965,38.66331100463867
disaster,-10.415037155151367,-8.441386222839355
description,30.166200637817383,40.849300384521484
intentional,-19.637493133544922,23.68146324157715
talks,24.494997024536133,39.320003509521484
implies,15.891549110412598,40.59455108642578
akin,-8.08879566192627,13.38263988494873
actual,20.14091682434082,41.80693054199219
democracy,32.21223831176758,13.795096397399902
place,-56.89460372924805,-3.9112982749938965
driven,-23.73682975769043,-26.047208786010742
environmental,30.531700134277344,16.047222137451172
protection,16.111568450927734,6.89248514175415
agency,29.466642379760742,-16.300277709960938
indeed,-49.02622604370117,39.6777458190918
scorn,-25.64137840270996,14.887016296386719
worthy,-41.055259704589844,28.749929428100586
spread,-53.10212707519531,-18.934457778930664
blame,-25.404809951782227,11.078804969787598
shared,2.246204376220703,52.71608352661133
equally,6.026820659637451,44.36316680908203
shameful,-26.303876876831055,14.674471855163574
serial,4.3122429847717285,-16.108531951904297
killer,4.429035663604736,-16.257591247558594
fault,-22.51342010498047,2.3237874507904053
lies,-49.42534637451172,32.63613510131836
cops,0.7582984566688538,-37.07242202758789
failed,20.265995025634766,8.402067184448242
catch,-19.10782241821289,-32.285972595214844
sooner,14.829340934753418,-40.126155853271484
stop,-24.336559295654297,-10.461153030395508
bloodshed,-27.908048629760742,11.341904640197754
and,-11.850971221923828,0.13306918740272522
misguided,3.187276840209961,30.848407745361328
souls,-36.827735900878906,40.45655822753906
might,-18.359378814697266,0.5408027768135071
analogy,5.241772174835205,28.749229431152344
point,20.214488983154297,48.275970458984375
fatal,-10.450270652770996,17.476058959960938
cases,26.404817581176758,48.85084533691406
disease,-38.961143493652344,0.4264390468597412
linked,19.278392791748047,21.950927734375
you,-16.1951904296875,0.20840716361999512
take,-40.39691925048828,-18.370662689208984
word,26.553499221801758,36.17249298095703
shoulders,-27.036067962646484,-43.07026672363281
crime,3.807121753692627,-12.009211540222168
entire,-5.107964038848877,-6.8611369132995605
task,2.716801643371582,58.2523193359375
force,22.192092895507812,5.125788688659668
governor,54.05878448486328,-39.65507125854492
makes,-47.37351989746094,49.56771469116211
alone,-28.977630615234375,9.048107147216797
caused,-37.49400329589844,3.542962074279785
percent,36.23805618286133,2.9827091693878174
population,15.463461875915527,-16.94986915588379
african,40.13618850708008,0.30191653966903687
live,-28.82737159729004,54.47970962524414
poverty,-12.064458847045898,32.38224792480469
line,-6.472479343414307,-41.05027389526367
report,45.20526885986328,-18.019771575927734
authors,34.09123992919922,31.472692489624023
role,6.079160690307617,54.26659393310547
managers,24.46941375732422,-18.944459915161133
combination,-1.5865399837493896,49.84540557861328
failures,-19.768373489379883,27.795101165771484
places,-4.902529239654541,-27.87094497680664
primary,13.516593933105469,43.49190902709961
happened,-18.2714900970459,-1.5023869276046753
must,-25.436824798583984,42.863807678222656
responsibility,1.8709192276000977,56.28886795043945
humanly,-17.657751083374023,14.100204467773438
done,-14.945369720458984,40.94479751586914
especially,4.663074493408203,34.178863525390625
which,-20.672273635864258,51.82518005371094
class,66.91996002197266,-7.213624477386475
