X1,x,y,binary,group
1206,13.47067928314209,-5.643614292144775,0,JohnPiper
1102,40.10503005981445,0.9957662224769592,0,JohnPiper
1245,20.998394012451172,-4.835723400115967,0,JohnPiper
1470,19.759384155273438,20.23525619506836,0,JohnPiper
1270,45.377140045166016,-23.422996520996094,0,JohnPiper
1380,-6.255131244659424,-34.99901580810547,0,JohnPiper
1427,9.653953552246094,-13.494121551513672,0,JohnPiper
1526,11.775431632995605,12.694000244140625,0,JohnPiper
1222,37.724891662597656,27.357738494873047,0,JohnPiper
1217,30.78512954711914,11.090414047241211,0,JohnPiper
1260,21.72055435180664,-8.684124946594238,0,JohnPiper
1622,39.66387176513672,9.18726921081543,0,JohnPiper
1212,-6.030590057373047,-18.743682861328125,0,JohnPiper
1295,0.11852976679801941,-32.34615707397461,0,JohnPiper
1572,-2.035780191421509,9.69665813446045,0,JohnPiper
1385,-27.368314743041992,-2.1750717163085937,0,JohnPiper
1321,10.900687217712402,-2.196652889251709,0,JohnPiper
1208,42.86947250366211,1.3117904663085937,0,JohnPiper
1515,23.056640625,0.4023386240005493,0,JohnPiper
1630,-27.37337875366211,6.0022358894348145,0,JohnPiper
1347,39.70112228393555,-8.296195030212402,0,JohnPiper
1357,-29.105091094970703,6.868729591369629,0,JohnPiper
1179,36.108089447021484,-14.723413467407227,0,JohnPiper
1404,-7.248069763183594,35.29700469970703,0,JohnPiper
1551,9.312823295593262,-7.146052360534668,0,JohnPiper
1587,-23.064472198486328,-15.244023323059082,0,JohnPiper
1063,38.90855407714844,-7.676637649536133,0,JohnPiper
1316,23.905147552490234,13.836893081665039,0,JohnPiper
1228,19.458663940429688,14.3434476852417,0,JohnPiper
1072,41.106510162353516,30.08043098449707,0,JohnPiper
1135,37.48551940917969,0.9753925800323486,0,JohnPiper
1618,15.210527420043945,-10.368349075317383,0,JohnPiper
1519,18.640764236450195,-0.14512427151203156,0,JohnPiper
1130,10.598320960998535,-18.10896873474121,0,JohnPiper
1422,9.409074783325195,-7.15590763092041,0,JohnPiper
1184,-15.374332427978516,-12.616875648498535,0,JohnPiper
1392,23.233884811401367,34.847347259521484,0,JohnPiper
1486,8.828298568725586,-10.811360359191895,0,JohnPiper
1594,17.374366760253906,7.382025241851807,0,JohnPiper
1107,38.179203033447266,2.82216477394104,0,JohnPiper
1497,21.082427978515625,-10.281603813171387,0,JohnPiper
1350,-37.216339111328125,22.94823455810547,0,JohnPiper
1067,42.38152313232422,-1.2683296203613281,0,JohnPiper
1337,17.100921630859375,21.958627700805664,0,JohnPiper
1576,40.62198257446289,-5.701382637023926,0,JohnPiper
1197,27.291805267333984,-8.936653137207031,0,JohnPiper
1376,-28.139690399169922,4.327470302581787,0,JohnPiper
1307,46.01554870605469,-23.33348274230957,0,JohnPiper
1487,2.27506160736084,-4.820681571960449,0,JohnPiper
1185,18.408113479614258,4.492283821105957,0,JohnPiper
1620,8.819372177124023,-3.6068851947784424,0,JohnPiper
1227,34.37062072753906,-0.7928017377853394,0,JohnPiper
1468,18.37681007385254,0.5886180400848389,0,JohnPiper
1522,15.68869686126709,12.155360221862793,0,JohnPiper
1165,42.73023223876953,6.332659721374512,0,JohnPiper
1274,-27.271785736083984,-22.83074378967285,0,JohnPiper
1340,24.099302291870117,20.205867767333984,0,JohnPiper
1563,14.976310729980469,-3.5045766830444336,0,JohnPiper
1313,25.038558959960938,-11.684711456298828,0,JohnPiper
1382,13.868062973022461,12.046981811523437,0,JohnPiper
1611,35.242435455322266,-21.637554168701172,0,JohnPiper
1377,40.00786209106445,-12.050413131713867,0,JohnPiper
1438,31.745861053466797,-7.747447967529297,0,JohnPiper
1535,40.6473388671875,13.386557579040527,0,JohnPiper
1065,7.616964817047119,-17.59154510498047,0,JohnPiper
1433,27.8306827545166,-35.478267669677734,0,JohnPiper
1205,46.75770950317383,-14.732131958007813,0,JohnPiper
1110,21.775022506713867,15.485063552856445,0,JohnPiper
1444,21.7330265045166,-13.482826232910156,0,JohnPiper
1250,0.7769604921340942,-6.1048502922058105,0,JohnPiper
1294,8.377161026000977,27.65704917907715,0,JohnPiper
1448,42.689849853515625,18.353967666625977,0,JohnPiper
1290,21.58191680908203,-11.898056983947754,0,JohnPiper
1499,17.161273956298828,-7.703092575073242,0,JohnPiper
1459,38.567962646484375,-24.337976455688477,0,JohnPiper
1456,-6.29131555557251,9.282657623291016,0,JohnPiper
1413,7.159589767456055,2.7842040061950684,0,JohnPiper
1133,-10.79715347290039,-18.0733585357666,0,JohnPiper
1465,11.627669334411621,-7.22932243347168,0,JohnPiper
1215,16.452125549316406,13.228055953979492,0,JohnPiper
1386,26.765417098999023,15.754287719726563,0,JohnPiper
1581,19.730499267578125,6.521332740783691,0,JohnPiper
1234,25.666109085083008,3.4697868824005127,0,JohnPiper
1193,12.213738441467285,20.650100708007813,0,JohnPiper
1082,24.754610061645508,-23.501588821411133,0,JohnPiper
1348,15.180014610290527,-12.283968925476074,0,JohnPiper
1108,36.62225341796875,4.427736282348633,0,JohnPiper
1569,11.46745491027832,4.968697547912598,0,JohnPiper
1626,17.613849639892578,26.161962509155273,0,JohnPiper
1071,36.17597961425781,5.565392971038818,0,JohnPiper
1660,31.54971694946289,7.36924409866333,1,KKK
1680,-34.133182525634766,15.295258522033691,1,KKK
1638,11.40710735321045,37.982994079589844,1,KKK
1671,-14.584851264953613,18.182846069335938,1,KKK
1664,2.614197015762329,23.93874740600586,1,KKK
1702,-23.679418563842773,5.6373820304870605,1,KKK
1650,-40.28376770019531,-15.302084922790527,1,KKK
1720,-11.0155611038208,2.536977767944336,1,KKK
1707,-36.57237243652344,9.5446014404296875,1,KKK
1714,-6.700904369354248,4.082735061645508,1,KKK
1693,-21.51518440246582,35.97187042236328,1,KKK
1653,30.276691436767578,39.881141662597656,1,KKK
1656,-47.68088150024414,9.321898460388184,1,KKK
1668,-31.36815071105957,-15.438069343566895,1,KKK
1640,-25.13173484802246,11.599591255187988,1,KKK
1709,-21.895456314086914,6.174993991851807,1,KKK
1698,-12.835517883300781,23.254823684692383,1,KKK
1673,-17.00135612487793,27.159948348999023,1,KKK
1725,-28.94025421142578,-22.689878463745117,1,KKK
1654,7.111207485198975,35.17115783691406,1,KKK
1674,-21.745288848876953,11.225484848022461,1,KKK
1639,-18.668302536010742,10.638558387756348,1,KKK
1636,11.09241008758545,38.13029861450195,1,KKK
1846,-7.599026679992676,-13.952249526977539,0,LiberalJudaism
1852,2.2931606769561768,25.662405014038086,0,LiberalJudaism
1726,-9.316906929016113,41.473777770996094,0,LiberalJudaism
1783,-38.31365203857422,14.615269660949707,0,LiberalJudaism
1849,-1.0045604705810547,13.528532028198242,0,LiberalJudaism
1847,22.095504760742188,-14.799945831298828,0,LiberalJudaism
1838,-17.273683547973633,-7.493309020996094,0,LiberalJudaism
1817,-34.635459899902344,18.20585823059082,0,LiberalJudaism
1757,3.311811685562134,10.981657028198242,0,LiberalJudaism
1771,-5.356247425079346,33.361995697021484,0,LiberalJudaism
1759,20.207124710083008,-17.34724235534668,0,LiberalJudaism
1737,-13.97413444519043,-9.45463752746582,0,LiberalJudaism
1861,-11.73967456817627,-8.921442031860352,0,LiberalJudaism
1777,-16.03194236755371,-11.596413612365723,0,LiberalJudaism
1848,10.16776180267334,0.7147943377494812,0,LiberalJudaism
1832,-8.528334617614746,-9.793254852294922,0,LiberalJudaism
1797,1.2587521076202393,7.957027435302734,0,LiberalJudaism
1741,14.880265235900879,-20.82646369934082,0,LiberalJudaism
1884,-29.622840881347656,-4.867143154144287,0,LiberalJudaism
1743,-10.889850616455078,7.905558109283447,0,LiberalJudaism
1873,-39.89614486694336,14.15479850769043,0,LiberalJudaism
1792,16.595800399780273,-2.632469892501831,0,LiberalJudaism
1812,5.377926349639893,3.3235023021698,0,LiberalJudaism
1840,-1.1781929731369019,1.3407386541366577,0,LiberalJudaism
1865,23.613962173461914,-17.383140563964844,0,LiberalJudaism
1888,11.35820198059082,28.737640380859375,0,LiberalJudaism
1857,-11.793085098266602,-4.321108818054199,0,LiberalJudaism
1860,11.705071449279785,-11.029841423034668,0,LiberalJudaism
1749,3.5862205028533936,11.544617652893066,0,LiberalJudaism
1796,-4.965651512145996,3.7148890495300293,0,LiberalJudaism
1733,-24.766075134277344,24.889305114746094,0,LiberalJudaism
1822,26.1234188079834,0.925855278968811,0,LiberalJudaism
1827,-15.209153175354004,-1.4782658815383911,0,LiberalJudaism
1752,5.299654006958008,3.6378071308135986,0,LiberalJudaism
1806,-14.461241722106934,-9.016650199890137,0,LiberalJudaism
1730,-11.948992729187012,-2.567060708999634,0,LiberalJudaism
1766,3.949244499206543,-5.868548393249512,0,LiberalJudaism
1878,-41.278785705566406,22.339616775512695,0,LiberalJudaism
1767,-9.039085388183594,-9.291068077087402,0,LiberalJudaism
1775,-12.48482608795166,10.685251235961914,0,LiberalJudaism
1745,-10.438218116760254,8.97735595703125,0,LiberalJudaism
1782,5.627356052398682,-0.3169328272342682,0,LiberalJudaism
1897,-55.73832321166992,-21.27680206298828,0,MalcolmX
1898,-55.846981048583984,-21.510251998901367,0,MalcolmX
1905,-54.7182731628418,-21.04190444946289,0,MalcolmX
1895,-55.51336669921875,-21.60718536376953,0,MalcolmX
2005,4.412027359008789,31.839786529541016,0,MehrBaba
1965,-5.349712371826172,16.0231990814209,0,MehrBaba
2125,46.66933822631836,-3.4629151821136475,0,MehrBaba
2021,-6.91758394241333,-14.383397102355957,0,MehrBaba
1920,4.585463047027588,25.286298751831055,0,MehrBaba
2111,46.934608459472656,-3.6805214881896973,0,MehrBaba
1915,-12.468481063842773,-19.454349517822266,0,MehrBaba
2171,26.083274841308594,-40.07426834106445,0,MehrBaba
2026,4.220873832702637,21.874351501464844,0,MehrBaba
2109,5.981106281280518,12.607877731323242,0,MehrBaba
2020,-15.892972946166992,-41.48099136352539,0,MehrBaba
2106,25.69251251220703,-30.79588508605957,0,MehrBaba
1949,-7.832141876220703,-20.111024856567383,0,MehrBaba
