,x,y,binary,group
0,-26.870481491088867,23.369630813598633,0,ACLU
1,-40.07453155517578,-3.2252402305603027,0,ACLU
2,-42.83443832397461,-9.761259078979492,0,ACLU
3,-40.33603286743164,-3.310577392578125,0,ACLU
4,-27.87566566467285,24.09622573852539,0,ACLU
5,-40.29365539550781,-3.3644676208496094,0,ACLU
6,-41.77060317993164,-4.262608528137207,0,ACLU
7,-38.33125305175781,-3.151226758956909,0,ACLU
8,-40.04541015625,-3.207664728164673,0,ACLU
9,-43.52217102050781,-8.664283752441406,0,ACLU
10,-35.5483512878418,4.298810005187988,0,ACLU
11,-20.70785140991211,14.863326072692871,0,ACLU
12,-16.65886116027832,21.18977928161621,0,ACLU
13,-40.413394927978516,-4.49865198135376,0,ACLU
14,-30.44318962097168,5.6786298751831055,0,ACLU
15,-20.79673194885254,14.820147514343262,0,ACLU
16,-41.737735748291016,-4.278786659240723,0,ACLU
17,-16.008947372436523,18.911211013793945,0,ACLU
18,-32.6506462097168,-13.607980728149414,0,ACLU
19,-18.520627975463867,19.370128631591797,0,ACLU
20,-19.124547958374023,18.842187881469727,0,ACLU
21,-19.832473754882812,18.584688186645508,0,ACLU
22,-27.849885940551758,24.098581314086914,0,ACLU
23,-36.1657829284668,-3.896594285964966,0,ACLU
24,-17.507986068725586,18.140108108520508,0,ACLU
25,-32.266143798828125,-14.645927429199219,0,ACLU
26,-33.16172790527344,-6.063112735748291,0,ACLU
27,-17.11135482788086,19.36163330078125,0,ACLU
28,-17.036911010742188,19.538740158081055,0,ACLU
29,-16.493501663208008,20.794279098510742,0,ACLU
30,-16.483903884887695,20.804744720458984,0,ACLU
31,-18.92913055419922,19.870737075805664,0,ACLU
32,-18.590112686157227,20.067520141601562,0,ACLU
33,-33.586727142333984,10.016100883483887,0,ACLU
34,-33.56783676147461,-6.382578372955322,0,ACLU
35,-22.763795852661133,15.825017929077148,0,ACLU
36,-31.997058868408203,-4.867542743682861,0,ACLU
37,-17.1824893951416,18.76788330078125,0,ACLU
38,-14.170890808105469,15.848706245422363,0,ACLU
39,-29.140026092529297,5.46781063079834,0,AEU
40,-18.517148971557617,18.158933639526367,0,AEU
41,-16.747739791870117,25.366968154907227,0,AEU
42,-34.390647888183594,5.021646976470947,0,AEU
43,-14.060604095458984,28.932029724121094,0,AEU
44,-9.241118431091309,-17.172170639038086,0,AEU
45,-26.22454261779785,13.711959838867188,0,AEU
46,-21.12067222595215,20.74025535583496,0,AEU
47,-12.7432861328125,20.142316818237305,0,AEU
48,-9.556845664978027,-16.694021224975586,0,AEU
49,-9.498093605041504,-16.916362762451172,0,AEU
50,-8.301295280456543,-10.974710464477539,0,AEU
51,-20.662656784057617,17.753978729248047,0,AEU
52,-24.883625030517578,4.965195178985596,0,AEU
53,-17.41766357421875,31.09004020690918,0,AEU
54,-21.286876678466797,33.207645416259766,1,alqaeda
55,-18.490535736083984,31.00531005859375,1,alqaeda
56,-15.650830268859863,28.86835289001465,1,alqaeda
57,-20.329116821289062,35.6214599609375,1,alqaeda
58,-19.781957626342773,30.355499267578125,1,alqaeda
59,-16.65907859802246,28.80201530456543,1,alqaeda
60,-19.079740524291992,35.625457763671875,1,alqaeda
61,-18.120513916015625,33.622520446777344,1,alqaeda
62,-19.54408073425293,36.583431243896484,1,alqaeda
63,-18.824647903442383,36.28290939331055,1,alqaeda
64,-17.010482788085938,31.384098052978516,1,alqaeda
65,-18.020971298217773,31.04829216003418,1,alqaeda
66,-16.161109924316406,32.9236946105957,1,alqaeda
67,-16.088760375976562,33.80858612060547,1,alqaeda
68,-15.146656036376953,24.675142288208008,1,alqaeda
69,-15.823803901672363,29.070545196533203,1,alqaeda
70,-14.95210075378418,29.545135498046875,1,alqaeda
71,-20.001060485839844,29.750940322875977,1,alqaeda
72,-15.622676849365234,33.856258392333984,1,alqaeda
73,-16.59476661682129,30.349830627441406,1,alqaeda
74,-21.26940155029297,34.797935485839844,1,alqaeda
75,-19.63780975341797,31.70444107055664,1,alqaeda
76,-17.57269859313965,30.50507926940918,1,alqaeda
77,-20.722822189331055,30.471595764160156,1,alqaeda
78,-17.408151626586914,30.248428344726562,1,alqaeda
79,-18.686431884765625,30.128080368041992,1,alqaeda
80,-16.651443481445312,34.04903793334961,1,alqaeda
81,-20.80347442626953,32.58863830566406,1,alqaeda
82,-14.91442584991455,27.097278594970703,1,alqaeda
83,46.754730224609375,3.017772912979126,0,AndrewMurray
84,-18.29990005493164,29.568740844726562,1,aqis
85,-14.891985893249512,23.32012176513672,1,aqis
86,-19.68853187561035,33.13077926635742,1,aqis
87,-16.362272262573242,31.97682762145996,1,aqis
88,-19.751678466796875,34.1680793762207,1,aqis
89,-15.11082649230957,23.354717254638672,1,aqis
90,-19.288175582885742,34.016441345214844,1,asl
91,-19.46510124206543,32.811302185058594,1,asl
92,-19.9741153717041,33.8060188293457,1,asl
93,-19.876012802124023,32.167152404785156,1,asl
94,-15.359634399414062,30.317251205444336,1,asl
95,-18.628765106201172,32.28359603881836,1,asl
96,-19.562427520751953,35.0611457824707,1,asl
97,-19.162118911743164,33.129981994628906,1,ast
98,-18.678035736083984,34.719688415527344,1,ast
99,-18.122211456298828,34.61279296875,1,ast
100,-15.743480682373047,30.387075424194336,1,ast
101,-17.779294967651367,35.2765007019043,1,ast
102,-20.403167724609375,33.54694747924805,1,ast
103,-20.412185668945312,34.263832092285156,1,ast
104,1.752506971359253,16.448143005371094,0,Bahai
105,1.7609484195709229,17.813182830810547,0,Bahai
106,1.7336422204971313,16.417585372924805,0,Bahai
107,2.894758701324463,15.78166675567627,0,Bahai
108,1.2193032503128052,17.323444366455078,0,Bahai
109,6.832862854003906,10.1265230178833,0,Bahai
110,2.9092354774475098,18.380517959594727,0,Bahai
111,0.9965865612030029,13.847633361816406,0,Bahai
112,-12.436873435974121,-2.8885600566864014,0,Bahai
113,16.983539581298828,1.3359776735305786,0,Bahai
114,-3.0170836448669434,15.109435081481934,0,Bahai
115,-0.2617531716823578,15.025330543518066,0,Bahai
116,2.1469974517822266,-4.755868911743164,0,Bahai
117,14.731531143188477,11.615396499633789,0,Bahai
118,-22.91924476623535,4.8575639724731445,0,Bahai
119,-10.263537406921387,23.995365142822266,0,Bahai
120,-10.565164566040039,22.81104278564453,0,Bahai
121,-11.56083869934082,23.674753189086914,0,Bahai
122,29.211753845214844,8.929007530212402,0,Bahai
123,8.249749183654785,12.26512336730957,0,Bahai
124,11.198953628540039,11.697639465332031,0,Bahai
125,-10.59476089477539,23.217987060546875,0,Bahai
126,8.529549598693848,11.815629005432129,0,Bahai
127,11.58959674835205,12.150506019592285,0,Bahai
128,-21.28799819946289,33.72291564941406,0,Bahai
129,-0.06727993488311768,14.784836769104004,0,Bahai
130,-4.226238250732422,17.163009643554688,0,Bahai
131,-2.359931230545044,18.734079360961914,0,Bahai
132,9.994531631469727,10.321491241455078,0,Bahai
133,-4.323928356170654,-16.619352340698242,0,Bahai
134,5.447131156921387,15.573461532592773,0,Bahai
135,-12.79319953918457,30.44500160217285,0,Bahai
136,5.4226861000061035,15.647558212280273,0,Bahai
137,-5.681201457977295,21.936674118041992,0,Bahai
138,5.536890506744385,15.565531730651855,0,Bahai
139,5.077962398529053,15.742019653320312,0,Bahai
140,-2.0534350872039795,16.52428436279297,0,Bahai
141,7.182150363922119,15.213874816894531,0,Bahai
142,3.793295383453369,3.2970852851867676,0,Bahai
143,-2.218970775604248,20.1373291015625,0,Bahai
144,26.08641242980957,3.6601829528808594,0,Bahai
145,-6.116387367248535,-14.494194984436035,0,Bahai
146,-0.4463271200656891,13.753080368041992,0,Bahai
147,2.8097684383392334,28.802066802978516,0,Bahai
148,7.836117744445801,10.754890441894531,0,Bahai
149,2.1725192070007324,10.759488105773926,0,Bahai
150,-4.918100357055664,-17.081302642822266,0,Bahai
151,12.134763717651367,5.3250017166137695,0,Bahai
152,-25.088329315185547,12.058625221252441,0,Bahai
153,-1.464991807937622,16.166303634643555,0,Bahai
154,-10.002490997314453,-12.722432136535645,0,Bahai
155,-12.308648109436035,-10.771875381469727,0,Bahai
156,-13.874648094177246,-12.79068660736084,0,Bahai
157,-12.803990364074707,-11.892807960510254,0,Bahai
158,-12.9581298828125,-11.719195365905762,0,Bahai
159,-15.802485466003418,-13.899441719055176,0,Bahai
160,-10.255044937133789,-15.096020698547363,0,Bahai
161,-13.200786590576172,-13.0276517868042,0,Bahai
162,-7.907210826873779,-13.239234924316406,0,Bahai
163,-7.790149688720703,-11.680999755859375,0,Bahai
164,-10.283342361450195,-15.31201457977295,0,Bahai
165,-12.767684936523438,-13.628141403198242,0,Bahai
166,-9.813882827758789,-14.095149993896484,0,Bahai
167,-13.604055404663086,-13.032588005065918,0,Bahai
168,-14.546504974365234,-10.925837516784668,0,Bahai
169,-9.117393493652344,-12.634453773498535,0,Bahai
170,-14.811594009399414,-10.693732261657715,0,Bahai
171,-14.29458999633789,-13.922274589538574,0,Bahai
172,-12.934462547302246,-15.030021667480469,0,Bahai
173,-14.343411445617676,-15.559392929077148,0,Bahai
174,-12.51052474975586,-11.187405586242676,0,Bahai
175,-9.131779670715332,-13.824920654296875,0,Bahai
176,-14.037534713745117,-13.693052291870117,0,Bahai
177,-19.191394805908203,33.45467758178711,1,boko-haram
178,-18.939828872680664,32.88563537597656,1,boko-haram
179,-18.37950897216797,35.764892578125,1,boko-haram
180,-20.37540626525879,34.62811279296875,1,boko-haram
181,-19.163461685180664,34.27349853515625,1,boko-haram
182,-16.581411361694336,29.613380432128906,1,boko-haram
183,-19.275257110595703,31.079973220825195,1,boko-haram
184,-18.6014347076416,34.39423751831055,1,boko-haram
185,-19.755443572998047,32.966129302978516,1,boko-haram
186,-19.870098114013672,35.01921844482422,1,boko-haram
187,-19.914337158203125,31.33415412902832,1,boko-haram
188,-18.977527618408203,32.36387634277344,1,boko-haram
189,-19.156221389770508,31.49335289001465,1,boko-haram
190,-19.75048065185547,34.29275131225586,1,boko-haram
191,-19.112192153930664,33.5599365234375,1,boko-haram
192,-18.301189422607422,32.73823547363281,1,boko-haram
193,-18.960723876953125,32.5351448059082,1,boko-haram
194,-18.53604507446289,33.637542724609375,1,boko-haram
195,-24.321125030517578,32.65703201293945,0,DorothyDay
196,-22.648399353027344,26.94337272644043,0,DorothyDay
197,-13.227018356323242,32.07858657836914,0,DorothyDay
198,-22.8035945892334,34.615020751953125,0,DorothyDay
199,-24.707496643066406,32.9119873046875,0,DorothyDay
200,4.980261325836182,-43.32001495361328,0,DorothyDay
201,-22.126359939575195,19.31195831298828,0,DorothyDay
202,-25.72174835205078,33.54957580566406,0,DorothyDay
203,4.384524345397949,-45.73583221435547,0,DorothyDay
204,-24.555662155151367,32.393985748291016,0,DorothyDay
205,15.687581062316895,-14.891822814941406,0,DorothyDay
206,4.900875091552734,-46.047271728515625,0,DorothyDay
207,-3.452587842941284,-33.871192932128906,0,DorothyDay
208,25.52715492248535,-13.692712783813477,0,DorothyDay
209,2.3471314907073975,-47.09181213378906,0,DorothyDay
210,5.863034725189209,-44.7506103515625,0,DorothyDay
211,-1.6241320371627808,-6.445138931274414,0,DorothyDay
212,1.5387955904006958,-46.99729919433594,0,DorothyDay
213,3.5349743366241455,-44.78116989135742,0,DorothyDay
214,-0.02008920907974243,18.099302291870117,0,DorothyDay
215,3.8345680236816406,-44.919639587402344,0,DorothyDay
216,1.469273328781128,-46.821929931640625,0,DorothyDay
217,4.145259380340576,-43.072906494140625,0,DorothyDay
218,-5.364441394805908,-29.749237060546875,0,DorothyDay
219,3.672565221786499,-46.417720794677734,0,DorothyDay
220,-2.4246535301208496,-5.257935523986816,0,DorothyDay
221,6.75844144821167,-43.717159271240234,0,DorothyDay
222,0.28710609674453735,-42.47599411010742,0,DorothyDay
223,-3.2025210857391357,-30.966876983642578,0,DorothyDay
224,3.9340574741363525,-30.605369567871094,0,DorothyDay
225,25.92839241027832,-13.658686637878418,0,DorothyDay
226,3.874265432357788,-46.14031982421875,0,DorothyDay
227,4.575355052947998,-3.02479887008667,0,DorothyDay
228,1.3727917671203613,-16.53951072692871,0,DorothyDay
229,-3.2595791816711426,-31.23293113708496,0,DorothyDay
230,6.55660343170166,-44.592220306396484,0,DorothyDay
231,5.923530101776123,-43.0919075012207,0,DorothyDay
232,4.881815433502197,-41.66029357910156,0,DorothyDay
233,4.200610637664795,-42.0115966796875,0,DorothyDay
234,13.515166282653809,-12.816411018371582,0,DorothyDay
235,11.88534164428711,-29.218069076538086,0,DorothyDay
236,-12.897358894348145,5.937621593475342,0,DorothyDay
237,15.348082542419434,-33.50027847290039,0,DorothyDay
238,6.77677059173584,-25.022258758544922,0,DorothyDay
239,17.23516082763672,-20.153972625732422,0,DorothyDay
240,-34.14652633666992,-2.9138095378875732,0,DorothyDay
241,-0.7735210657119751,-31.0382137298584,0,DorothyDay
242,16.606983184814453,-15.637438774108887,0,DorothyDay
243,10.391752243041992,-36.75411605834961,0,DorothyDay
244,10.787664413452148,-8.198795318603516,0,DorothyDay
245,-0.9245386719703674,-31.028663635253906,0,DorothyDay
246,9.24639892578125,-37.798057556152344,0,DorothyDay
247,5.039892673492432,-11.724360466003418,0,DorothyDay
